Query,Latitude,Longitude,TextExcerpt,URL
"Elise-und-Otto-Hampel-Weg, Wedding, Mitte",52.54729095238678,13.356507892676314,"Nr. 0932
Gestern Mittag leiteten Polizeikräfte in Wedding ein Ermittlungsverfahren wegen des Verdachtes der Volksverhetzung ein. Gegen 12 Uhr stellten die Einsatzkräfte zwei Schriftzüge mit politischem Hintergrund an einer Gedenkstätte im Elise-und-Otto-Hampel-Weg fest. Der Polizeiliche Staatsschutz des Landeskriminalamtes übernahm die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1551334.php
"Müllerstraße, Wedding, Mitte",52.55980013378506,13.33538174091742,"Nr. 0929
Mit rund 200 Einsatzkräften schützte die Polizei Berlin heute Mittag und Nachmittag in Mitte und Wedding insgesamt drei Versammlungen mit Bezug zum Nahostkonflikt. Während eine der Kundgebungen störungsfrei verlief und eine Kundgebung nahezu störungsfrei, mussten Polizeikräfte bei der dritten Versammlung in der Müllerstraße wiederholt eingreifen.
Die letztgenannte Versammlung war von 14 bis 20 Uhr unter dem Titel „Stop Deportation“ angezeigt, begann gegen 14:15 Uhr mit etwa 130 Teilnehmerinnen und Teilnehmern und wuchs in der Spitze auf 320 Personen an. Im Verlauf der Kundgebung wurden Pressevertreter vereinzelt durch das Vorhalten von Tüchern an ihrer Arbeit gehindert. Den Ordnern des Versammlungsleiters gelang es, dieses Verhalten zu unterbinden. In der weiteren Folge mussten sich Polizeikräfte mehrfach schützend vor Medienvertreter stellen, weil Teilnehmerinnen und Teilnehmer der Versammlung diese bei ihrer Arbeit filmten. In der Versammlung kam es zu teils aggressiv geführten verbalen Auseinandersetzungen zwischen Journalistinnen und Journalisten und demonstrierenden Personen ohne weitere Folgen.
Nachdem Einsatzkräfte bei drei Personen verbotene Kennzeichen in Form von roten Dreiecken als Tattoo, Ohrring und auf einer Regenbogenflagge festgestellt hatten, wurden diese vorübergehend in ihrer Freiheit beschränkt. Als Einsatzkräfte gegen 16 Uhr auf der gegenüberliegenden Straßenseite eine Gefährderansprache durchführten, war aus der Versammlung heraus ein polizeifeindlicher Ausruf zu hören. Außerdem versuchten Personen aus der Kundgebung, zum Ort der Gefährderansprache zu gelangen. Um das massive Einwirken auf die zum Schutz gebildete Polizeikette zu unterbinden, mussten die Beamtinnen und Beamten unmittelbaren Zwang in Form von Schieben und Drücken sowie vereinzelt selektiv gezielte Faustschläge anwenden. Die Zwangsmaßnahmen waren auch bei den zuvor beschriebenen Festnahmen im Zusammenhang mit den verboten Kennzeichen nötig, weil Personen versuchten, diese zu stören beziehungsweise zu verhindern. Eine Person, die eine Flasche auf Einsatzkräfte geworfen
    hatte, ohne diese zu treffen, konnte im Nachgang identifiziert werden.
Der Versammlungsleiter beendete seine Kundgebung gegen 17:25 Uhr.
Eine Gegenkundgebung in der Müllerstraße, die sich aus Teilnehmenden von ursprünglich zwei angezeigten Versammlungen zusammensetzte, verlief mit sechs Personen in der Spitze ohne Vorkommnisse.
An einer Versammlung am Neptunbrunnen, angezeigt mit dem Titel „Solidarität mit Palästina. Stoppt den Gaza Genozid. Keine Waffenlieferungen an Israel“ nahmen ab 15:20 Uhr in der Spitze 120 Menschen teil. In einem Redebeitrag wurde anfangs der verbotene Ausruf „From the river to the sea“ skandiert, woraufhin Einsatzkräfte den Redner festnahmen. Der Anmelder beendete die Kundgebung kurz vor 17 Uhr.
Mit Stand von heute 19 Uhr wurden im Einsatzverlauf fünf Männer und fünf Frauen vorübergehend in ihrer Freiheit beschränkt und zehn Strafermittlungsverfahren wegen des Verwendens von Kennzeichen verfassungsfeindlicher Organisationen, wegen Beleidigung, Landfriedensbruchs und tätlichen Angriffs auf sowie Widerstands gegen Vollstreckungsbeamte eingeleitet. Ein Polizist wurde verletzt, konnte aber im Dienst bleiben.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1551330.php
"Arnswalder Platz, Prenzlauer Berg, Pankow",52.5330863,13.437229919696318,"Nr. 0907
Eine Frau wurde gestern Nachmittag in Prenzlauer Berg nach fremdenfeindlichen Äußerungen festgenommen. Nach ersten Erkenntnissen soll die 56-Jährige gegen 17:35 Uhr auf dem Arnswalder Platz vier dort spielende Kinder im Alter von 11 und 12 Jahren beschimpft und eines von ihnen fremdenfeindlich beleidigt haben. Anschließend begab sie sich in Richtung Dietrich-Bonhoeffer-Straße. Dort soll sie den sogenannten Hitlergruß gezeigt haben. Alarmierte Einsatzkräfte der Polizei brachten die stark alkoholisiert wirkende Frau für erkennungsdienstliche Maßnahmen und eine Blutentnahme in ein Polizeigewahrsam. Von dort wurde sie im Anschluss entlassen. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1550759.php
"Köpenicker Straße, Mitte, Berlin",52.51120356141707,13.415609900981751,"Nr. 0900
Gestern Mittag wurde ein Mann in Mitte vorläufig festgenommen. Gegen 11:30 Uhr erhielt die Besatzung eines Polizeieinsatzwagens den Auftrag, zu einem Hausfriedensbruch in die Köpenicker Straße zu fahren. Als die Einsatzkräfte am betroffenen Hostel eingetroffen waren, schilderte ihnen eine Mitarbeiterin, dass sich ein ehemaliger Gast zum wiederholten Male im Eingangsbereich des Hauses aufhalten, Alkohol konsumieren und sich aggressiv gegenüber anderen Gästen verhalten würde. Die Aufforderungen des Personals, den Ort zu verlassen, ignoriere der Mann dabei konsequent. Auch auf Anweisungen der Polizeieinsatzkräfte, den Ort zu verlassen, reagierte der 52-Jährige nicht. Erst unter Anwendung eines Transportgriffes gelang es, ihn vor das Hostel zu verbringen. Dort klagte der Mann dann über Schmerzen im Handgelenk, weswegen ein Rettungswagen angefordert wurde. Dessen Besatzung konnte keine Verletzungen feststellen. Weiter zeigte sich der Störenfried unzufrieden mit den
    polizeilichen Maßnahmen, unterstellte einem Kollegen rassistisches Handeln und hob unter Ausruf einer verbotenen Parole seinen rechten Arm zum verbotenen Hitlergruß. Nachdem ihm daraufhin der Tatvorwurf eröffnet worden und eine rechtliche Belehrung erfolgt war, kam der 52-Jährige zwecks erkennungsdienstlicher Behandlung und richterlich angeordneter Blutentnahme in ein Polizeigewahrsam. Diesen konnte er anschließend wieder verlassen. Die weiteren Ermittlungen wurden vom Polizeilichen Staatsschutz des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1550544.php
"Waldsasser Straße, Marienfelde, Tempelhof-Schöneberg",52.4487714,13.3893312,"Nr. 0895
Heute Morgen soll in Marienfelde eine Frau von einer anderen Frau fremdenfeindlich beleidigt und geschlagen worden sein. Gegen 7:25 Uhr habe sich die 29-Jährige im Bereich einer Bushaltestelle an der Waldsassener Straße befunden, als eine 37-Jährige sie fremdenfeindlich beleidigt und die junge Frau daraufhin die Straßenseite gewechselt haben soll. Die Tatverdächtige soll die 29-Jährige jedoch verfolgt und ihr mit der Faust gegen den Kopf geschlagen haben. Alarmierte Einsatzkräfte konnten die mutmaßliche Täterin in der Nähe ausfindig machen und ihre Identität feststellen. Der Polizeiliche Staatsschutz des Landeskriminalamtes führt die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1550336.php
"Alt-Biesdorf, Brandenburg, Marzahn-Hellersdorf",52.5225225,13.5876634,"Nr. 0894
In den gestrigen Mittagsstunden fuhr ein Mann ein Autorennen von Biesdorf bis nach Brandenburg. Ein Zeuge beobachtete den 47-jährigen Fahrer dabei, wie er gegen 12:30 Uhr mit einem SUV-Mietfahrzeug mit hohen Geschwindigkeiten von der Straße Alt-Biesdorf über Alt-Kaulsdorf und Alt-Mahlsdorf bis nach Brandenburg gefahren sei. Dabei soll er auch in Schlangenlinien gefahren sein sowie mehrere Verkehrsteilnehmende geschnitten und dadurch Notbremsungen ausgelöst haben. Als er an einer roten Ampel mehrfach im Stand Gas gegeben habe, soll sein 40-jähriger Beifahrer den sogenannten Hitlergruß gezeigt haben. Brandenburger Polizeibeamte hielten den Fahrer an, hinzugezogene Berliner Einsatzkräfte stellten das Fahrzeug sicher und leiteten Ermittlungsverfahren wegen des Verdachts des verbotenen Kraftfahrzeugrennens, des Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen und festgestellter Ordnungswidrigkeiten.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1550335.php
"Hansaviertel, Mitte, Berlin",52.5191234,13.3418725,"Nr. 0846
Heute wurde ein Mann im Hansaviertel beleidigt und bespuckt. Der 36-Jährige erschien auf einem Polizeiabschnitt und zeigte an, dass er gegen 9:45 Uhr in einer S-Bahn der Linie 7 in Fahrtrichtung Potsdam Hauptbahnhof unterwegs war. Dort geriet er mit einem unbekannt gebliebenen Mann in verbale Streitigkeiten, der ihn im weiteren Verlauf fremdenfeindlich beleidigte und den Hitlergruß in seine Richtung zeigte. Bevor er den Zug verließ, bespuckte der Mann den 36-Jährigen und flüchtete anschließend. Die Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamts.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1547779.php
"Alexanderplatz, Mitte, Berlin",52.5219814,13.413635762871088,"Nr. 0836
Wegen einer fremdenfeindlichen Beleidigung und Körperverletzung in Mitte ermittelt seit gestern Mittag der Polizeiliche Staatsschutz des Landeskriminalamtes. Den bisherigen Erkenntnissen und Zeugenaussagen zufolge stieg ein 28-jähriger Mann mit zwei Begleitern gegen 13:20 Uhr im Bahnhof Alexanderplatz aus einer U-Bahn der Linie 8, als auf dem Bahnsteig ein 26-Jähriger an den Mann herantrat und ihn fremdenfeindlich beleidigte. Anschließend soll er den 28-Jährigen kräftig geschubst haben, wodurch dieser Schmerzen erlitt. Polizeikräfte brachten den Tatverdächtigen zur Alex-Wache, in welcher der Mann den sogenannten Hitlergruß zeigte und sich deshalb auch wegen des Verwendens verfassungswidriger Kennzeichen verantworten muss. Ein freiwilliger Atemalkoholtest zeigte einen Wert von etwa 2,8 Promille. Die Einsatzkräfte brachten den Mann zur Feststellung seiner Identität und für eine Blutentnahme in ein Gewahrsam. Nach den polizeilichen Maßnahmen wurde er entlassen. Die
    Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1547363.php
Weinmeister Straße Ecke Alte Schönhauser Straße,52.517012,13.3888222,"Nr. 0830
Gestern Abend ereignete sich eine fremdenfeindliche Beleidigung in Mitte. Gegen 18:15 Uhr wurde die Polizei in die Weinmeister Straße Ecke Alte Schönhauser Straße alarmiert. Nach bisherigen Erkenntnissen kam es in einer Straßenbahn der Linie M5, die vom U-Bahnhof Rosa-Luxemburg-Platz in Richtung U-Bahnhof Weinmeisterstraße unterwegs war, zu einem lautstark wahrnehmbaren Streitgespräch zwischen zwei Fahrgästen. Dabei soll ein 22-Jähriger von einem Unbekannten fremdenfeindlich beleidigt worden sein. Mit Erreichen der Haltestelle U-Bahnhof Weinmeisterstraße seien beide aus der Tram gestiegen. Als eine Zeugin an der Tram-Haltestelle die Polizei verständigte, soll sich der Täter in Richtung Torstraße entfernt haben. Der Polizeiliche Staatsschutz des Landeskriminalamts übernimmt die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1547119.php
"Gartenfelder Straße, Spandau, Berlin",52.54419213324498,13.24475125375802,"0825
Gestern Abend soll ein Mann in Haselhorst seine Nachbarschaft antisemitisch beleidigt haben. In der Gartenfelder Straße soll der 39-Jährige gegen 18 Uhr seine 68-Jährige Nachbarin und seinen 42-jährigen Nachbarn über den Balkon hinweg mit judenfeindlichen Parolen beleidigt haben. Anschließend habe der mutmaßliche Täter versucht, die beiden Personen mit einem Stuhl zu schlagen. Er gibt an, von dem 42-Jährigen ebenfalls beleidigt worden zu sein. Ein Alkoholtest ergab bei dem Tatverdächtigen einen Wert von rund 2,23 Promille. Gegen ihn wurden Strafermittlungsverfahren wegen gefährlicher Körperverletzung und Volksverhetzung eingeleitet. Die weiteren Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1546450.php
